validated,Measurement System,Domain,Item ID,Stem,Context,DataType,Responses,Inst,hcp_variable,action_requested,requested_python,specialty_code,hcp_variable_upload,nda_structure,nda_element,template,inst_short,Source,description,valueRange,notes
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare097,,"studydata['lare097']=studydata['lare097'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare097,orrt01,lare097,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  097,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare098,,"studydata['lare098']=studydata['lare098'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare098,orrt01,lare098,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,Oral Reading Recognition Item  098,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare099,,"studydata['lare099']=studydata['lare099'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare099,orrt01,lare099,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,Oral Reading Recognition Item  099,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare100,,"studydata['lare100']=studydata['lare100'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare100,orrt01,lare100,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  100,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare101,,"studydata['lare101']=studydata['lare101'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare101,orrt01,lare101,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  101,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare102,,"studydata['lare102']=studydata['lare102'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare102,orrt01,lare102,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  102,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare103,,"studydata['lare103']=studydata['lare103'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare103,orrt01,lare103,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  103,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare104,,"studydata['lare104']=studydata['lare104'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare104,orrt01,lare104,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,Oral Reading Recognition Item  104,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare105,,"studydata['lare105']=studydata['lare105'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare105,orrt01,lare105,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,Oral Reading Recognition Item  105,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare106,,"studydata['lare106']=studydata['lare106'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare106,orrt01,lare106,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  106,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare107,,"studydata['lare107']=studydata['lare107'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare107,orrt01,lare107,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  107,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare108,,"studydata['lare108']=studydata['lare108'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare108,orrt01,lare108,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,Oral Reading Recognition Item  108,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare109,,"studydata['lare109']=studydata['lare109'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare109,orrt01,lare109,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,Oral Reading Recognition Item  109,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare110,,"studydata['lare110']=studydata['lare110'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare110,orrt01,lare110,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  110,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare111,,"studydata['lare111']=studydata['lare111'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare111,orrt01,lare111,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  111,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare112,,"studydata['lare112']=studydata['lare112'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare112,orrt01,lare112,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  112,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare113,,"studydata['lare113']=studydata['lare113'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare113,orrt01,lare113,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,Oral Reading Recognition Item  113,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare114,,"studydata['lare114']=studydata['lare114'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare114,orrt01,lare114,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  114,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare115,,"studydata['lare115']=studydata['lare115'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare115,orrt01,lare115,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  115,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare116,,"studydata['lare116']=studydata['lare116'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare116,orrt01,lare116,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  116,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare117,,"studydata['lare117']=studydata['lare117'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare117,orrt01,lare117,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  117,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare118,,"studydata['lare118']=studydata['lare118'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare118,orrt01,lare118,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  118,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare119,,"studydata['lare119']=studydata['lare119'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare119,orrt01,lare119,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  119,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare120,,"studydata['lare120']=studydata['lare120'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare120,orrt01,lare120,ORRT_2.1_orrt01_template.csv,ORRT_2.1,HCPA,Oral Reading Recognition Item  120,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare122,,"studydata['lare122']=studydata['lare122'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare122,orrt01,lare122,ORRT_2.1_orrt01_template.csv,ORRT_2.1,HCPA,Oral Reading Recognition Item  122,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare125,,"studydata['lare125']=studydata['lare125'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare125,orrt01,lare125,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  125,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare126,,"studydata['lare126']=studydata['lare126'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare126,orrt01,lare126,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,Oral Reading Recognition Item  126,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare127,,"studydata['lare127']=studydata['lare127'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare127,orrt01,lare127,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  127,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare128,,"studydata['lare128']=studydata['lare128'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare128,orrt01,lare128,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  128,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare129,,"studydata['lare129']=studydata['lare129'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare129,orrt01,lare129,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  129,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare131,,"studydata['lare131']=studydata['lare131'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare131,orrt01,lare131,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  131,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare133,,"studydata['lare133']=studydata['lare133'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare133,orrt01,lare133,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  133,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare134,,"studydata['lare134']=studydata['lare134'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare134,orrt01,lare134,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  134,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare135,,"studydata['lare135']=studydata['lare135'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare135,orrt01,lare135,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  135,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare136,,"studydata['lare136']=studydata['lare136'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare136,orrt01,lare136,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  136,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare137,,"studydata['lare137']=studydata['lare137'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare137,orrt01,lare137,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  137,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare138,,"studydata['lare138']=studydata['lare138'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare138,orrt01,lare138,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  138,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare139,,"studydata['lare139']=studydata['lare139'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare139,orrt01,lare139,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,Oral Reading Recognition Item  139,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare140,,"studydata['lare140']=studydata['lare140'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare140,orrt01,lare140,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  140,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare141,,"studydata['lare141']=studydata['lare141'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare141,orrt01,lare141,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  141,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare142,,"studydata['lare142']=studydata['lare142'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare142,orrt01,lare142,ORRT_2.1_orrt01_template.csv,ORRT_2.1,HCPA,Oral Reading Recognition Item  142,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare143,,"studydata['lare143']=studydata['lare143'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare143,orrt01,lare143,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD,Oral Reading Recognition Item  143,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Oral Reading Recognition Test Age 3+ v2.1,lare144,,"studydata['lare144']=studydata['lare144'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')","Instrument not in published NIH Toolbox Data Dictionary, but Helpdesk says var labels same as previous version",lare144,orrt01,lare144,ORRT_v2.1_orrt01_template.csv,ORRT_v2.1,HCPD HCPA,Oral Reading Recognition Item  144,0;1,0=Incorrect; 1=Correct
