Inst,template,inst_short,Source,nda_structure,nda_element,hcp_variable,action_requested,hcp_variable_upload,specialty_code,requested_python,description,valueRange,notes
NIH Toolbox Social Withdrawal Parent Report FF Ages 3-12 v2.0,Social_Withdrawal.tlbx_socwit01_template.csv,Social_Withdrawal,HCPD,tlbx_socwit01,wcst_ni,ItmCnt,,ItmCnt,,studydata['ItmCnt']=studydata.ItmCnt.astype(int),Number of Items,,
NIH Toolbox Social Withdrawal Parent Report FF Ages 3-12 v2.0,Social_Withdrawal.tlbx_socwit01_template.csv,Social_Withdrawal,HCPD,tlbx_socwit01,primary_language,Language,,Language,,,Subject's Primary Language,,
NIH Toolbox Social Withdrawal Parent Report FF Ages 3-12 v2.0,Social_Withdrawal.tlbx_socwit01_template.csv,Social_Withdrawal,HCPD,tlbx_socwit01,pedpxylon01,pedpxylon01,,pedpxylon01,,,In the past month; please describe how often your child is solitary.,1::5,1=Never; 2=Rarely; 3=Sometimes; 4=Usually; 5=Always
NIH Toolbox Social Withdrawal Parent Report FF Ages 3-12 v2.0,Social_Withdrawal.tlbx_socwit01_template.csv,Social_Withdrawal,HCPD,tlbx_socwit01,pedpxylon04,pedpxylon04,,pedpxylon04,,,In the past month; please describe how often your child avoids peers.,1::5,1=Never; 2=Rarely; 3=Sometimes; 4=Usually; 5=Always
NIH Toolbox Social Withdrawal Parent Report FF Ages 3-12 v2.0,Social_Withdrawal.tlbx_socwit01_template.csv,Social_Withdrawal,HCPD,tlbx_socwit01,pedpxylon05,pedpxylon05,,pedpxylon05,,,In the past month; please describe how often your child keeps peers at a distance.,1::5,1=Never; 2=Rarely; 3=Sometimes; 4=Usually; 5=Always
NIH Toolbox Social Withdrawal Parent Report FF Ages 3-12 v2.0,Social_Withdrawal.tlbx_socwit01_template.csv,Social_Withdrawal,HCPD,tlbx_socwit01,pedpxylon06,pedpxylon06,,pedpxylon06,,,In the past month; please describe how often your child withdraws from peer activities.,1::5,1=Never; 2=Rarely; 3=Sometimes; 4=Usually; 5=Always
NIH Toolbox Social Withdrawal Parent Report FF Ages 3-12 v2.0,Social_Withdrawal.tlbx_socwit01_template.csv,Social_Withdrawal,HCPD,tlbx_socwit01,nih_tlbx_rawscore,RawScore,,RawScore,,,RawScore,,
NIH Toolbox Social Withdrawal Parent Report FF Ages 3-12 v2.0,Social_Withdrawal.tlbx_socwit01_template.csv,Social_Withdrawal,HCPD,tlbx_socwit01,nih_tlbx_tscore,TScore,,TScore,,,T-score,0::200; 999,999=NA/NK/missing
NIH Toolbox Standing Balance Test Age 7+ v2.0,Standing_Balance_7+.tlbx_motor01_template.csv,Standing_Balance_7 .tlbx_motor01,HCPD,tlbx_motor01,version_form,Assessment_Name,,Assessment_Name,,,Form used/assessment name,,
NIH Toolbox Standing Balance Test Age 7+ v2.0,Standing_Balance_7+.tlbx_motor01_template.csv,Standing_Balance_7 .tlbx_motor01,HCPD,tlbx_motor01,InstrumentRCReason,InstrumentRCReason,,InstrumentRCReason,,,,,
NIH Toolbox Standing Balance Test Age 7+ v2.0,Standing_Balance_7+.tlbx_motor01_template.csv,Standing_Balance_7 .tlbx_motor01,HCPD,tlbx_motor01,interview_language,Language,,Language,,,Language Used in the Interview,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,version_form,Assessment_Name,,version_form,,,Form used/assessment name,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,h_10_P1,h_10_P1,,h_10_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,h_10_P2,h_10_P2,,h_10_P2,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,h_12_P1,h_12_P1,,h_12_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,h_12_P2,h_12_P2,,h_12_P2,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,h_16_P1,h_16_P1,,h_16_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,h_16_P2,h_16_P2,,h_16_P2,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,h_16_P3,h_16_P3,,h_16_P3,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,h_20_P1,h_20_P1,,h_20_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,h_25_P1,h_25_P1,,h_25_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,h_32_P1,h_32_P1,,h_32_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,h_40_P1,h_40_P1,,h_40_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,h_400_P1,h_400_P1,,h_400_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,h_50_P1,h_50_P1,,h_50_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,h_50_P2,h_50_P2,,h_50_P2,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,h_64_P1,h_64_P1,,h_64_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,version_form,Inst,,version_form,,,Form used/assessment name,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,wcst_ni,ItmCnt,,ItmCnt,,studydata['ItmCnt']=studydata.ItmCnt.astype(int),Number of Items,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,interview_language,Language,,Language,,,Language Used in the Interview,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,o_10_P1,o_10_P1,,o_10_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,o_10_P2,o_10_P2,,o_10_P2,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,o_12_P1,o_12_P1,,o_12_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,o_12_P2,o_12_P2,,o_12_P2,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,o_12_P3,o_12_P3,,o_12_P3,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,o_16_P1,o_16_P1,,o_16_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,o_20_P1,o_20_P1,,o_20_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,o_25_P1,o_25_P1,,o_25_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,o_32_P1,o_32_P1,,o_32_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,o_40_P1,o_40_P1,,o_40_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,o_400_P1,o_400_P1,,o_400_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,o_50_P1,o_50_P1,,o_50_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,o_64_P1,o_64_P1,,o_64_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,o_64_P2,o_64_P2,,o_64_P2,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,vbdva_stattestscore,RawScore,Please rename this column 'vbdva_stattestscore'.,vbdva_stattestscore,,studydata['vbdva_stattestscore']=studydata['RawScore'],Static Visual Acuity Test Score,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,t_10_P1,t_10_P1,,t_10_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,t_10_P2,t_10_P2,,t_10_P2,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,t_10_P3,t_10_P3,,t_10_P3,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,t_12_P1,t_12_P1,,t_12_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,t_12_P2,t_12_P2,,t_12_P2,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,t_16_P1,t_16_P1,,t_16_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,t_20_P1,t_20_P1,,t_20_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,t_25_P1,t_25_P1,,t_25_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,t_32_P1,t_32_P1,,t_32_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,t_40_P1,t_40_P1,,t_40_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,t_50_P1,t_50_P1,,t_50_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,t_64_P1,t_64_P1,,t_64_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,t_64_P2,t_64_P2,,t_64_P2,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,v_10_P1,v_10_P1,,v_10_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,v_10_P2,v_10_P2,,v_10_P2,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,v_12_P1,v_12_P1,,v_12_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,v_12_P2,v_12_P2,,v_12_P2,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,v_16_P1,v_16_P1,,v_16_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,v_16_P2,v_16_P2,,v_16_P2,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,v_32_P1,v_32_P1,,v_32_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,v_40_P1,v_40_P1,,v_40_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,v_400_P1,v_400_P1,,v_400_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,v_50_P1,v_50_P1,,v_50_P1,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,v_50_P2,v_50_P2,,v_50_P2,,,,,
NIH Toolbox Visual Acuity Practice Ages 3-7 v2.0,Visual_Acuity_Practice_3-7.tlbx_sensation01_template.csv,Visual_Acuity_Practice_3-7.tlbx_sensation01,HCPD,tlbx_sensation01,v_64_P1,v_64_P1,,v_64_P1,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,age_corrected_standard_score,Age_Corrected_Standard_Score,,Age_Corrected_Standard_Score,,,Age-Corrected Standard Score,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,version_form,Assessment_Name,,Assessment_Name,,,Form used/assessment name,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,c_100_P1,c_100_P1,,c_100_P1,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,c_12_P1,c_12_P1,,c_12_P1,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,c_16_P1,c_16_P1,,c_16_P1,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,c_25_P1,c_25_P1,,c_25_P1,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,c_40_P1,c_40_P1,,c_40_P1,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,c_80_P1,c_80_P1,,c_80_P1,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,d_10_P1,d_10_P1,,d_10_P1,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,d_10_P2,d_10_P2,,d_10_P2,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,d_12_P1,d_12_P1,,d_12_P1,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,d_125_P1,d_125_P1,,d_125_P1,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,d_16_P1,d_16_P1,,d_16_P1,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,d_20_P1,d_20_P1,,d_20_P1,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,d_20_P2,d_20_P2,,d_20_P2,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,d_25_P1,d_25_P1,,d_25_P1,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,d_32_P1,d_32_P1,,d_32_P1,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,d_32_P2,d_32_P2,,d_32_P2,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,d_40_P1,d_40_P1,,d_40_P1,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,d_40_P2,d_40_P2,,d_40_P2,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,d_50_P1,d_50_P1,,d_50_P1,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,d_64_P1,d_64_P1,,d_64_P1,,,,,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,nih_tlbx_fctsc,Fully_Corrected_T_score,,Fully_Corrected_T_score,,,Fully-Corrected T-Score,0::120,
NIH Toolbox Visual Acuity Test Age 8+ v2.0,Visual_Acuity_Test_8+.tlbx_sensation01_template.csv,Visual_Acuity_Test_8 .tlbx_sensation01,HCPD,tlbx_sensation01,h_100_P1,h_100_P1,,h_100_P1,,,,,
